id,text,Achievement,Self-direction,Hedonism,Security,Power,Stimulation,Benevolence,Universalism,Conformity,Tradition
206,great app really enjoy using it ,0,0,1,0,0,0,0,0,0,0
207,best board game tracker so far works well with big worth for purchase ,1,0,0,0,0,0,0,0,0,0
208,great app only reason i am giving it four stars is the current game screen always seems to close out when you switch to a different app otherwise its great ,1,0,0,1,0,0,0,0,0,0
209,quite an excellent app big importexport nice statistics and all ,1,0,0,0,0,0,0,0,0,0
210,this is a fantastic clean easy to use app its clear the developer is still putting a lot of work into it and its getting better with new features all the time i have been using it for years and i have never had any crashes or major glitches ,1,0,0,1,0,0,0,0,0,1
211,phenomenal board game tracker that has obey gotten better over time ,0,0,1,0,0,0,0,0,0,0
212,makes tracking your board games and plays a snap would also highly recommend the additional challenges and insights modules you can purchase from within the app the challenges have helped me to play games that would otherwise sit on the shelf the stats it provides also give you insight into your games such as if one faction wins more often or they let you know when you got a personal high score even though you may have lost a game which is always appreciated as a consolation prize ,1,1,0,0,0,1,0,0,0,0
213,ok you are right d i have changed my rating from before it synchronized with the big i just need to do it manually every time as a matter of fact the app is very good ,1,0,1,0,0,0,0,0,0,0
214,perfect direct share to instagram would be even better but works on all fronts as promised thank you for the amazing work you have done so far and also for the constant updates and fixes best app available ,1,1,0,0,0,1,0,0,0,0
215,great board game tracker can connect to board game geek and that is awesome when looking for your game i paid for the extra stats a use it all the time the only thing i wish it had is a way to combine base games and expansions they are currently separated but most expansion require a base game to play i would love to have the expansion as an optional add on when playing a game ,1,1,0,0,0,1,0,0,0,0
216,so helpful for tracking plays is updated frequently too ,0,0,0,1,0,1,0,0,0,0
217,this app is amazing the base version is free and super useful if you are a big board gamer it is essential there are some extra features that are not expensive and are totally worth it too ,1,0,1,0,0,0,1,0,0,0
218,this app keeps getting better living the recent addition of the variants and default this is the only app i have donated to the designer via papal i look forward to the day i can figure out how to switch on dark mode ,0,1,0,0,0,1,1,0,0,0
219,can the location could be at default set at my country ,0,1,0,0,0,0,0,0,0,0
220,contrast on creating a very good app its worth buying ,1,0,0,0,0,0,0,0,0,0
221,the only missing feature is the ability to define games as expansions and not reported as main plays now just waiting to be able to filter out expansions ndor group one play with expansions together newest updates with game library management is excellent still really needs a filter on expansions in the insights and other lists ,0,1,0,0,0,0,0,0,0,0
222,its the best bg app a must for a any bg geek to keep and track your plays ,1,1,0,0,0,0,0,0,0,0
223,the app is very good and user friendly but best of all was the support when i lost some data he really put a lot of effort in it to restore the data ,0,0,0,1,0,0,1,0,0,0
224,maybe i missed the detail so i recently broke down and bought the app started recording my games and about a month later got a new phone i thought singing would transfer all data over but it did not restarting my board game logging and group game stats edit yup missed the detail still a bit green behind the ears star if i could more for the rapid response from the owner ,0,0,0,1,0,0,1,0,0,0
225,excellent app useful user friendly and well supported ,1,0,0,1,0,0,1,0,0,0
226,great app i use it all the time ,0,0,1,0,0,0,0,0,0,1
227,i am really enjoying this app i was tracking my plays on big but this is easier and more accessible i like the stats singing with big is working great so i can still see my collection and plays on that website ,1,1,1,1,0,0,0,0,0,0
228,truly an excellent product for keeping track of player and game stats many times now i have been able to give my friends info on who has played or won a given game just by looking it up i do think the current system for base gamesexpansions is a bit weird and intuitive tracking plays on an expansion is pointless when many games i play we use several at once would be much better if i could just track plays on base games and for a play just select which expansions were in use ,1,0,0,0,0,0,0,0,0,0
229,have a problem due to my stupidity developers responded with a very patient and helpful feedback ,0,0,0,0,0,0,1,0,0,0
230,awesome app would love a feature to be able to randomly pick a game in my collection or a feature to attach expansions to plays ,0,1,0,0,0,1,0,0,0,0
231,love it id love to see big ratings in the games tab though ,0,1,0,0,0,0,0,0,0,0
232,i love this app to death and the newest update is great but i do have one complaint managing stats would be infinitely easier if you could split roles into subsections and assign players multiple roles in a game there have been so many games where this info would have made for amazing data otherwise the app is more or less perfect thank you devs ,1,1,1,0,0,0,0,0,0,0
233,i have been using the app for quite a while now and find it excellent for recording all my plays and the related information the recent tweaks have been really nice to see with the status of the games added from my collection thoroughly recommend this for recording your plays ,1,0,0,0,0,0,0,0,0,0
234,i love this it works so well now you can easily see who is doing well over the year reduces king making in regular groups and what games get played and now even whose copy you can finally see if you really need that tower of dust covered boxes you probably do also i love how the app tells you what an update actually did awesome ,1,1,1,0,0,0,0,0,0,0
235,love this app it makes logging and tracking my games played super easy ,1,0,0,0,0,0,0,0,0,0
236,great app he even added a dark theme right after i requested it ,0,0,1,0,0,0,1,0,0,0
237,welcome to android and thanks for this great app update version rocks awesome update best app i have ,1,0,1,0,0,1,0,0,0,0
238,simple to use tracks a lot of different data and sync with big ,1,0,0,0,0,0,0,0,0,0
239,i really like how easy i can manage my library after the last update really appreciate it ,1,0,0,0,0,0,0,0,0,0
240,started using this app and it was great stars but now that its been updated it has almost everything i could ever want out of a board game collection app stars keep up the good work ,1,0,1,0,0,0,0,0,0,0
241,well organised application making it easy to record game plays and view stats integration with big is a plus definitely worth the money edit fantastic app enjoying the many new features of version ,1,1,0,0,0,1,0,0,0,0
242,i love new features i was looking a game to manage my collections as well and now i can use this to manage them on top of awesome tracking i changed my review so comment from app developer is not relevant anymore my bad ,0,1,0,0,0,1,0,0,0,0
243,awesome way to track board game play in general but as someone who is building a board game its particularly powerful the stats are stellar makes purchasing the app stats package way worth it and fun to look back on only thing it could benefit from would be an app tutorial there are still a few areas i am not exactly sure how to best use minor thing though as the majority is easy to figure out ,1,1,1,0,0,0,0,0,0,0
244,i love this app i have had it for over a year now and i love using it at game nights i have never had any problems using the app as everything runs smoothly being able to see personal statistics for gameplay is amazing because it allows me to keep track of what i play and when i play it there are several different graph types and all of the information allows you to plan ahead for future game nights or personal goals that you have overall it is worth every penny you would spend ,1,1,1,0,0,0,0,0,0,0
245,exceptionally useful app to view a myriad of stats pertaining to your big collection plays i also have the ios version on my ipad and it works as well giving me the flexibility to record and view play statistics on whatever device is closest the interface is intuitive and the import and sync features work very well i use this app daily to log plays and geek out on game stats could not be more pleased ,1,1,1,1,0,0,0,0,0,0
246,this is a must have for game geeks ,0,0,0,0,0,0,1,0,0,0
247,this is the best app for taking your board game geekiness to the next level ,1,0,0,0,0,1,0,0,0,0
248,this is a great way to enter plays of games into boardgamegeek many small touches to simplify entry it also made it easy to fix player names that i consistently misspelled over dozens of games includes some amusing stats if you are a moderate or heavy board gamer and want to log your plays highly recommended ,1,1,1,0,0,0,0,0,0,0
249,amazing board game tracker app can be as detailed as you want it to be the more detailed you are the more intricate your stats become not a fan of the app purchases for a paid app but still purchased the detailed stats anyway its the best easiest and most detailed board game tracker out there one thing i cannot figure out how to do is assign scenariosroles chosen for variable games like anons end and i wish we could rate the games in the app other than that its perfect ,1,1,1,0,0,0,0,0,0,0
250,love this app only improvement i really want would be the ability to group players allowing to categorize or easily add to plays ,0,1,0,0,0,0,0,0,0,0
251,thank you soon much for this application i was uncomfortable jealous of my apple addict friends for too long i was extremely excited when someone made me aware the app was finally released for android my engineergamerstatsdorkdom finally has the right tool for the job again thank you ,1,0,1,0,0,0,0,0,0,0
252,fun way to keep stats ,0,0,1,0,0,1,0,0,0,0
253,a fun way to keep track of your games and plays if you love data and statistics you will even love this app more as it features different ways to track your plays there are still ways that this app can be improved like singing gameplay of your friends who are also in big without having to duplicate the record view your friends profiles etc lastly id rather pay for this app once than pay for additional features regardless i hope the developers would add other features in the future for a one time payment ,1,1,1,0,0,1,0,0,0,0
254,i log all my plates to big here smoothly plenty of features and stats compare your annual plays and time played with the time feature when you start a play log it will start time conclude your play log and the time is calculated in total for you this way you can see when your games hot the table and for how long this way you can see plays of gloomhaven takes about hours or you can see what you have not played for years and should be on your trade list ,1,1,0,0,0,0,0,0,0,0
255,absolutely amazing and a must have for all hard core board gamers ,0,0,1,0,0,1,0,0,0,0
256,i have used board game stats for a long time to log plays on big and it continues to be the best way to do so on android the currentasiwritethis version is even better though with the option to minimise play recording so you can go back and check stats for previous plays or different games i use this daily and cannot imagine not having it ,1,1,0,0,0,0,0,0,0,0
257,absolutely fantastic often updated developer replies to requestsbugs when will nemestats be available for android ,0,0,0,0,0,1,0,0,0,0
258,great for tracking plays now i can see all the games i have played recently i do not put in all the details like every single players name etc i usually just put in the name of the game and the date and location but this allows me to go back and see every game i have played since i started tracking and how many plays i have of each game ,0,1,0,0,0,0,0,0,0,0
259,just a phenomenal app i have been using it for years now and its such a wonderful and easy way to keep track of all the fun i have been having or not having if i see its been too long since i have played i make time for some quality gaming thanks for making this thing ,0,1,1,0,0,1,0,0,0,1
260,fantastic way to track everything bg related wish the app had a way to put in game acquisition dates and funnel charts graphs information based on that overall great app with tons of info ,1,1,0,0,0,0,0,0,0,0
261,great app for keeping track of plays but i do have one problem i just found out the hard way that you do not save all of the hundreds of photos somehow in a suborder or as a thumbnail or something i have lots of other apps that do not need me to keep photos like that on my phone i just went in to look at a recent games plays and found that the photos i took of it are all gone because they are off of my phone that was heartbreaking i hope you can one day i upgrade it and fix this ,0,0,1,1,0,0,0,0,0,0
262,much better than the big app easier to record plays and faster singing i found the free version complete and easy to use i bought the deep statistics and challenges map to support the developer and ended up really liking those purchases i have over plays and this has given me new insight into my plays and makes tracking or other challenges easy overall very happy with this app ,1,1,1,0,0,1,1,0,0,0
263,this app has almost made a game out of keeping stats for our game plays we like to compete to see who can get the best average point scores and best winning percentages of all of our favorite games ,1,0,1,0,0,1,0,0,0,0
264,really enjoy using this app just the simple functions make keeping track of all the statistics fun and easy ,0,0,1,0,0,1,0,0,0,0
265,great app for tracking board game scores players venues dates etc and linked to board game geek profiles all you need ,1,0,0,0,0,0,0,0,0,0
266,great features and presentation the best tabletop play tracker for android ,1,0,0,0,0,0,0,0,0,0
267,love this app very easy to use when keeping track of plays i love looking back at my gaming habitspatterns ,0,1,1,0,0,0,0,0,0,0
268,an excellent app that provides lots of valuable statistics on games in an easytouse manner i highly recommend this app to board game enthusiasts who are interested in tracking their games for win rates play rates and more ,1,0,1,0,0,1,0,0,0,0
269,such a great app love the seamless integration with big and how easy it is to use happily purchased the optional addons deep statistics challenges bonus that the devs are quick to respond and very helpful thanks stats ,1,0,1,0,0,0,1,0,0,0
270,this app has enhanced our games night ,1,0,1,0,0,0,0,0,0,0
271,nice app which is especially good for logging plays with big i have noticed one bug though you cannot log rpg plays with it despite these being listed on big those you have logged through big itself are associated with a random game ,1,0,0,1,0,0,0,0,0,0
272,this app is outstanding i have seen plenty of complaints about nickel and diving people with all the small add one you can get which i understand i was hesitant at first too but its so worth it i have maybe games saved and over people many of these i would have forgotten about i love seeing when i have played most in a given week and where the challenges are outstanding i love love love this app so much worth every penny ,1,0,1,0,0,1,0,0,0,0
273,this is a musthave app for any board game enthusiast this is simply the best tracker i have found it makes boardgamegeek look like someone is highschool excel project ,1,0,0,0,0,1,0,0,0,0
274,versatile game play tracking and great integration with boardgame geek ,1,1,0,0,0,0,0,0,0,0
275,love the app i would suggest more ways to show the different types of data that it can collect from each gameplay also it would be nice if i next updates it adds a fast first player button a better coop or team progressscore count and a faster way to add pictures to each gameplay it would be great too if it adds other features as a randomized first player or team selection button great app totally recommended ,1,1,0,0,0,1,0,0,0,0
276,the app since easily with big all my games are there for you get a basic app which is fine does everything you need it to the main reason i bought this was for the indepth stats and that is an additional for it one thing i would like in a future update please give me the option to collapse game expansions into a folder with the base games likes it does not look as sleek when scrolling through munchkin or dominion and there is like of them that are just expansions ,1,1,1,0,0,0,0,0,0,0
277,an exceptional tool to keep track of plays and other fun statistics highly recommend if you are into this hobby ,0,0,1,0,0,1,0,0,0,0
278,love it so much easier than logging plays through big and lots of nice extra stats as well ,1,0,1,0,0,0,0,0,0,0
279,i love using this app to record my game plays the stats are useful too ,1,0,1,0,0,0,0,0,0,0
280,awesome app useful info and stats ,1,0,0,0,0,0,0,0,0,0
281,i tried various board game play recording apps which sync with big before finding this and can say confidently that this is the best of the lot easy to navigate intuitive to enter data and some nice automatic graphs ,1,1,0,0,0,1,0,0,0,0
282,this app is almost perfect there are a few to many steps to sync your plays but other than that everything about this app is excellent customer service is an a ,1,0,0,0,0,0,1,0,0,0
283,great app works brilliantly tracks plays wins etc and links well to board game geek would love to be able to add my own options to each game eg if there are rules variations id like to track which variation i played ,1,1,1,0,0,0,0,0,0,0
284,this app is the best for logging plays integrating with big ,1,0,0,0,0,0,0,0,0,0
285,i have been tracking games in here since november i used a different app before that but it was not as good this one is really great the built in a year backup option is great just saved me from losing all my data after my phone unexpectedly tricked very cool how it can sync plays with the board game geek website best part is i can impress others with my high nerd level ,1,1,0,1,0,0,0,0,0,0
286,all good is it possible to add filter for my games i keep track of all bg i play with the app but not all of them i own it would be nice to have filter to quickly sort mine games vs others ,0,1,0,0,0,0,0,0,0,0
287,i only started tracking my plays of games this year and i am discovering how much fun and insightful it is the app is very user friendly i was able to easily import my collection from big and get started ,0,1,1,0,0,1,0,0,0,0
288,great app but can we have function to out game on owned list and also want to buy list so i can show my friends what games i got and also can find what games i want to buy when i walk into the game shop thanks ,0,1,0,0,0,1,0,0,0,0
289,practical and user friendly this app is a great tool for any gamer wanting to have more insight into their play stats as a future enhancement can we have a way to associate more than one game with a play eg when playing a game with expansions ,1,1,0,0,0,0,1,0,0,0
290,excellent app i have been using it for more than years now since it was on ios only and love it so much cloud sync and deep stats are worth the small extra as well i do not use challenges cannot wait for the expansion support feature ,1,0,1,0,0,1,0,0,0,1
291,i do enjoy this app a lot its totally worth the money paid id like to support other users with the question to add the possibility to link expansions to the base game adding them as a separate game or simply writing the comment does not really work well i do hope this feature will be available one day and i have a question if you add a play with other big registered user would it sync the play info to them in their separate account on their device ,0,0,1,0,0,0,1,0,0,0
292,fantastic app works perfectly a method for associating games with expansions would be awesome ,0,0,1,0,0,1,0,0,0,0
293,updated frequently super easy to log plays calculate scores during or post game and check historic plays a must for any boardgame lobbyist ,1,1,0,0,0,1,0,0,0,0
294,a niche app for sure but i love having my gaming statistics at my finger tips insight addons a must but i would skip challenges ,1,1,0,0,0,1,0,0,0,0
295,such a great design very easy to use excellent features got me excited about recording plays ,1,0,1,0,0,1,0,0,0,0
296,over it is a great data tracking app i do not like the fact you have to pay more for better stats i already paid for the app itself ,1,0,0,0,1,0,0,0,0,0
297,i have been using this for many months now and wow what an incredible app if you are the person who is into this sort of thing you have to get this it has so much functionality baked in and still manages to look decent most apps are or the other at best i highly recommend it ,1,1,1,0,0,0,0,0,0,0
298,loved the app using it to track all my plays would like a better integrationtoggle with expansions ,1,1,1,0,0,0,0,0,0,0
299,great app for people who love data great big integration ,0,1,0,0,0,0,0,0,0,0
300,fantastic app to board game plays in used to use another one but the insights offered in this app is incredible and seamless integration with big ,1,1,0,0,0,1,0,0,0,0
301,great app love it ,1,0,1,0,0,0,0,0,0,0
302,works really well and sync with big seamlessly i hope that they add the ability to toggle expansions on and off within the play entry for a game ,1,1,0,0,0,0,0,0,0,0
303,incredibly useful app for tracking gameplay with tons of useful statistics love it ,1,0,1,0,0,0,0,0,0,0
304,the best app i have found for tracking games originally got it to track my which i found on rboardgames and now easily track every game i play ,1,1,0,0,0,1,0,0,0,0
305,as a long time gamer and member if big i found this app to be exactly what i was looking for it keeps track of every game i own and every play of those games its seamless synth with my big account is awesome not only do i log all my plays in the app but they can and are automatically added to my big accounts plays log the app also just has tons of stats that are easily accessed pie charts graphs etc one of the few apps on my phone i feel is a star review fantastic ,1,1,1,0,0,1,0,0,0,0
306,great app with interesting insights would be useful to be able to rank players by the difference between their win chance and win percentage ,1,1,0,0,0,0,0,0,0,0
307,note i noticed yesterday that i was unable to link to big when searching new games i contacted the developer who responded quite quickly that i needed to go to the big website and accept the new privacy policy that fixed the issue this app is wonderful i have been logging all of my plays apparently that is games thanks bg stats since i started using in in april i find the data it comes up with to be extremely interesting especially for the paid edition its interesting to see what our highest all time scores are or what we average for a game depending on the number of players i love the insights tabs and how i am able to filter down information i also love that i am able to sync to big ,1,1,1,1,0,1,0,0,0,0
308,exactly what i was looking for highly recommended ,1,0,0,0,0,0,0,0,0,0
310,star very neat app with enough stats for me personally on the free version as i am not a regular player i had issue with cloud subscription sync not updating and the developer responded within minutes and fixed very quickly happy user here thank you great app ,0,0,0,1,0,0,1,0,0,0
311,great app to track plays and also share them would be nice if it also can transfer over the commentsvariants section edit increased rating from stars to developer addressed and responded to my comment promptly 馃榾馃憤 ,1,0,0,0,0,0,1,0,0,0
312,great app currently trying to work out an issue where adding an anonymous player instead adds a named player who used to be anonymous developer has been quick and helpful in replies ,1,0,0,0,0,0,1,0,0,0
313,bugs quashed diligently app working great brilliant now i have got even more reasons to play games one suggestion could we please add average play time even maybe by player count to the game page this way the time spent by game would be better reflected editanswer i meant setting an average play time for a specific game i do not enter how long 脿 game takes me to play usually and as such the daytime stats are useless ,1,1,1,0,0,1,0,0,0,0
314,excellent interface for a perfect game tracking app ,1,0,0,0,0,0,0,0,0,0
315,perfect gametracking app the interface is one of the best designed and it does absolutely everything i need singing with big allowing photos and notes and now sharing game plays with my wife ,1,1,0,0,0,0,1,0,0,0
316,superb app only thing missing would be the ability to record a okay and the other players to receive a notification that they can also add the same play instead of duplicating effort ,1,0,0,0,0,0,1,0,0,0
317,i used to use the official board game geek app but this far surpasses it in my opinion love using this and taking notes on my plays i am a statistics june recommend now all i need is a app to lure my friends to my game table ,1,1,1,0,0,1,0,0,0,0
318,i have never been someone who records their plays because i always found it to be a time consuming pain now that i have been using this app i have recorded every play since the start of this year very impressed and cannot wait to see what the stats show at the end of the year ,1,1,0,0,0,1,0,0,0,0
319,statistics intrigue me and board games entertain me this is the perfect mashup ,0,1,1,0,0,1,0,0,0,0
320,lovely app probably the best for tracking games played love the challenges addons ,1,0,0,0,0,1,0,0,0,0
321,this an awesome app keep up the great work ,1,0,0,0,0,0,0,0,0,0
322,best app that you can get for board game scores edited for clarification thank you for the amazing response time ,1,0,0,0,0,0,0,0,0,0
323,perfect for board game play tracking and stat juries i highly recommend this app ,1,1,0,0,0,0,0,0,0,0
324,great app for tracking your plays i love all the stats and graphs could not be happier ,1,0,1,0,0,0,0,0,0,0
325,this is an amazing app and the folks who run it are amazing people had an issue and they went above and beyond to solve it if you are a board game enthusiast and want to track plays this is the app to get ,1,0,0,0,0,0,1,0,0,0
326,the perfect app for gamers who enjoy tracking their plays ,0,0,1,0,0,0,0,0,0,0
327,amazing all it needs is more expansion support ,0,0,0,0,0,1,0,0,0,0
328,best bg stats app by a mile more cool stats features please ,0,0,0,0,0,1,0,0,0,0
329,i have increased my review to five stars i am loving the ability to track my games plays new features id like to see roll the play of an expansion to the baserequired game i have a few games with lots of different expansions eg eldritch horror or adventure packs lot log playing an expansionadventure should count toward the plays for the base game as well this is sewing my stats because some games i rarely play without some form of expansion and end up with a whole bunch of single plays when i have actually played the game a bunch of times a game night suggestion tool id love to be able to select my player count or specific players and see some recommendations from my collection have an option to choose from my mostleast frequently played highest rated etc bonus if it can rank the suggestions using the best with players data from big or i can choose a desired complexity or duration for example id like to play a player game of a medium complexity that takes hours ,1,1,1,0,0,1,0,0,0,0
330,this might be the most frequently used app on my phone obviously you can record plays on the free big app but this one is worth way more than it costs the app itself is welldesigned no clutter easy to navigate the stats are amazing and the support just puts the whole thing over the top a couple times now i have run into small things that zero happily straightened out faster than id have ever imagined point is if you play board games regularly and are at all interested in your hobby numbers do yourself a favor and get this app ,1,1,1,0,0,0,1,0,0,0
331,excellent app functions flawless i wish changes were a tiny bit more expensive with options like win x games or beat x score but generally i have no complaints anyone complaining about and paywall to get access to minor features comes across as a little entitled when you realize how extensive the base app is ,1,0,0,0,1,0,0,0,0,0
332,great app i love that i can import my big plays and get instant graph and charts on the data i wish this app would track my game collection as well it is a bit odd it does not handle that well i imported my collection from big but it only brought a few over and there is no way in the app i can find to mark a game as owned etc but that is a minor issue i liked it so much i added the challenges addons and also the deep stats but it is hard to tell if deep stats is worth it until i track more games using stats ,1,1,1,0,0,0,0,0,0,0
333,my wife and i use this all the time love the stats and challenges my only wish for is that when she updates her games played wed love to be able to have it sync up with my stats ,1,0,0,0,0,1,1,0,0,1
334,lots of cool insights with a few paid options that are by no means disruptive or annoying great app ,1,1,1,0,0,0,0,0,0,0
335,great app very useful to me if you are a board game geek like myself and love tracking your plays this app is a must love it ,1,0,1,0,0,1,0,0,0,0
336,i love this app and the deep stats love the challenges ,1,0,1,0,0,1,0,0,0,0
337,i have been using this app for years and love it i just got a new phone and had some trouble importing my plays i sent a message and got a response from zero within a couple hours great app and great support ,0,0,0,0,0,0,1,0,0,0
338,so happy with this app just wondering if the challenges option will be available for android soon ,0,0,1,0,0,1,0,0,0,0
339,just got this app and looks very good and fun to track games my only concern is that has i am personalising my friendlies with pictures it seems to crash it also does not upload all my friend list pictures when i click on players i am still trying to familiarize myself with it ,0,1,0,1,0,1,0,0,0,0
340,layout is great functional and imports are awesome is there a way to import your game collection and not just played games ,1,1,0,0,0,0,0,0,0,0
341,worth the cost easy to log plays many different stats and graphs available active and communicative developer as well always listens to feedback ,1,0,0,0,0,0,1,0,0,0
342,still learning all its capabilities but i smoothly imported all my previous play data and have all these toys at my finger tips it will make logging future games easier too ,1,1,0,0,0,0,0,0,0,0
343,clean and useful interface for updating big plays and for keeping track of stats ,1,1,0,0,0,0,0,0,0,0
344,i log all my plays through this app it integrates with big and that makes it a five star app i actually find that i am playing even more games because i just want to log the stats ,1,1,1,0,0,0,0,0,0,0
345,does everything i expected and more great app for data and to help you get the lesser played games to the table more often ,1,1,0,0,0,0,0,0,0,0
346,fantastic tool for gamers cannot wait for more features ,0,0,1,0,0,1,0,0,0,0
347,this is an amazing app that does literally everything i could think of for an app like this and a whole bunch more it is beautifully thought out looks amazing and well implemented ,1,1,0,0,0,0,0,0,0,0
348,a great and convenient way to keep board game stats ,0,1,0,0,0,0,0,0,0,0
349,i have been saving my played games in excel is it possible to import a excel file if so what order done the data need to be in example date game name player etc ,1,0,0,0,0,0,0,0,0,0
350,its what i love stats and games one request but not necessary for my love for the app maybe some slight list type of feature still awesome as is ,0,1,1,0,0,0,0,0,0,0
351,i am stunned the perfect game app atm could not import from ios but that is even fixed now so alot of kudos for this one money well spent ,1,0,1,0,0,0,0,0,0,0
352,long time ios user happy i can finally ditch the ipad and use this great app on my android phone ,0,1,1,0,0,0,0,0,0,0
353,great app for tracking game stats i could not recommend this to table top enthusiasts more minor complaint but i do wish you could zoom in on images within the app as opposed to it closing the image instead regardless absolutely worth the purchase ,0,1,1,0,0,0,0,0,0,0
354,i never saw the ios version but have been patiently waiting since the android development was announced i am a little stunned by how good this app is i do not know what else to say i have only used it for a few games so far but everything has worked perfectly and it has all the features i wanted plus some i did not know i wanted i know its just a board game app but it knows its purpose and does it incredibly will ,1,0,1,0,0,1,0,0,0,0
355,up until now scoregeek was the best option for android users that is true no more scoregeek is dead to me bg stats is the best ,1,0,0,0,0,0,0,0,0,0
356,finally a board game app worth purchasing the sync to board game geek works flawless the data analysis is quick and perfect must buy ,1,0,1,0,0,0,0,0,0,0
357,request make stats for the games played with two players and three players four players etc high scores will be different based on player count ,1,1,0,0,0,0,0,0,0,0
358,great way to view and track information on your board game library and plays developer is quick to fix bugs and incredibly responsive to feedback actively working to address bugs and shape the experience based on user feedback i absolutely recommend ,0,1,0,1,0,0,1,0,0,0
359,very worth the long wait thanks for bringing this to android and for the incredibly quick bug fix ,0,0,0,0,0,1,1,0,0,0
360,pretty neat love it new patch fixed all the issues i was having much better than big app ,0,0,1,1,0,0,0,0,0,0
361,can you make a settings option to make location required otherwise i seem to forget to put my play locations in ,0,1,0,0,0,0,0,0,0,0
362,have been looking forward to this for a long time having some issues importing data from a friend who has the ios version but this is a mini detail ,0,0,0,1,0,0,0,0,0,0
363,the stats and features are much better than the big android app there interface is clear and it runs really well ,1,0,0,0,0,0,0,0,0,0
364,i have been using it since beta and this is one great app for the gamer nerd very stable and question to the author are answered quickly do not hesitate on picking this up this was actually the only reason i was every obvious of my ios friends ,0,1,1,1,0,0,1,0,0,0
365,finally available on android i have loved using it on ios simple way to keep track of who i have played what with when stats are very interesting to review as well highly recommended ,1,1,0,0,0,0,0,0,0,0
366,it was the worst experience of my life zero support of any kind as all communication is resided or you can join sign up to another service and add your questions to a very long que and wait like everybody else if you choose to pay for his professional services good luck as he does not respond to that request either edit daniel sent me an email hour ago after reading my review with a link hes taken down instead of reaching out and making amends zero character ,0,0,0,0,0,0,0,1,0,0
367,om na ma shibaya ,0,0,0,0,0,0,0,0,0,0
368,what about serverroom discovery google f you google f your stupid policies nothing against app developer themself ,0,0,0,0,0,0,0,0,0,0
370,unable to recover account ,0,0,0,1,0,0,0,0,0,0
371,dreadful cannot receive messages from contacts because after i send message i get message on screen saying unknown otr fingerprint and support will not respond to my emails ,0,0,0,1,0,0,1,0,0,0
372,what is new in this whatsapp telegram does the same thing ,0,0,0,0,0,0,0,0,0,0
373,remembered using this app year or two ago and it served the purposes i needed so i did not think twice about purchasing to support the developmentthen i found i could no longer use otr and wish i kept the money ,1,1,1,0,0,0,1,0,0,0
374,i pressed force close but the app somehow launches itself after some time how anybody can explain this ,0,0,0,0,0,0,0,0,0,0
375,today i purchased this app just thought this app have otr encryption as your official website shows but i do not see this encryption please help me to install otr because i purchased only for that reason ,0,0,0,1,0,0,0,0,0,0
376,after i updated my phone pocophone to android the notification alert is stop and not alerting me anymore hopefully you will lookup into this once fix i will change my review back update i have installed the app but now it making more worst i did not received the update from mpp server anymore i already compared with my colleagues which using same app ,0,0,0,1,0,0,0,0,0,0
377,just consistently fails saying no connection yet it says i am connected ,0,0,0,1,0,0,0,0,0,0
378,this client looks very nice it does however advertise openpgp support which it technically has problem is that it does not work well and the developer refuses to fix it since he does not use that feature the support muc is one of the most toxic places i have seen lately which of course makes communication there less than enjoyable to sum up i got this app for free and still want my money back ,0,0,0,0,0,0,1,0,0,0
379,does not support tue most widely used encrypted messages ,0,0,0,1,0,0,0,0,0,0
380,all is great but there is no way to set the ringtone for notifications clicking on the notification settings just takes you to the android notification options for the app which has no option for defining ringtone this makes it largely unusable for me or anyone ,0,0,0,1,0,0,0,0,0,0
381,latest versions make it impossible not to have a persistent notification deal breaker for me ,0,0,0,0,0,0,0,0,0,0
382,tls negotiation failed after each reconnect ,0,0,0,0,0,0,0,0,0,0
383,same publ have on on outgoing messages delivery failed you need otr encryption using memo always so i cannot send messages now can you help me ,0,0,0,0,0,0,0,0,0,0
384,after using conversations for more than two years gladly apart from a few minor ux mistakes and questionable decisions it now undergoes harsh changes with version memo is now enabled by default for all new chats this while being a good way boarding has to be turned off inconviniently for every single chat manually if the user does not want it to be showed down the throat for whatever reason this may have easily been an option in expert settings further otr support was removed without any public comment explanation and percentile rationale while manual resource naming as sensible common practice since the inception of abbr has never been there conversations at least gave the user the ability to choose from a set of predefined and distinguishable resource presents this while not ideal was sufficient now this option has also been cut down without any rationale these amongst other changes in earlier versions eg the perry conversations commercial tagging when adding your abbr account reveals the dark path that lies ahead to the walled garden of other mobile messenger failures one star until sanity is restored ,0,1,0,0,1,0,0,1,1,0
385,removed otr support without warning lame ,0,0,0,0,0,0,0,0,0,0
386,after update silently stopped sending or receiving memo messages ,0,0,0,1,0,0,0,0,0,0
387,the last update removed the otr option this is so bad i really do not understand why such action when its so important ,0,0,0,0,0,0,0,0,0,0
388,the rating is only relevant to the app purchase i thought its free but its not my brother in turkey cannot install it unless he purchase it ,0,0,0,0,0,0,0,0,0,0
389,it needs lot work and lot need improve support it critically need for this so do not have to download too many chat app i do not know why too many app become a joke ,0,0,0,0,0,0,0,0,0,0
390,cannot log into account fails with bind failure message the same mpp account details work on abbr and astrochat but fail on conversations asking for refund ,0,0,0,1,0,0,0,0,0,0
391,currently does not work with openkeychain enters infinite loop when accessing my yubikey shame because this looks like a killer app ,0,0,0,0,0,0,0,0,0,0
